level,subject,topic,difficulty,question,option_a,option_b,option_c,option_d,correct_answer,explanation
11,Reading,AP-Level Comprehension,Medium,"Passage: ""In 'The Road Not Taken,' Robert Frost presents a speaker at a fork in the road who must choose between two paths. While often interpreted as a celebration of individualism, a closer reading reveals Fr..."" 

Question: Why will the speaker claim his choice 'made all the difference'?",Because it genuinely changed his life,Humans construct narratives to justify choices retrospectively,Because he found gold,Because the path was dangerous,B,Correct answer: Humans construct narratives to justify choices retrospectively.
11,Reading,AP-Level Comprehension,Hard,"Passage: ""In 'The Road Not Taken,' Robert Frost presents a speaker at a fork in the road who must choose between two paths. While often interpreted as a celebration of individualism, a closer reading reveals Fr..."" 

Question: What do the two paths represent?",Political ideologies,Career decisions,Two roads in a forest,Choices in life,D,Correct answer: Choices in life.
11,Reading,AP-Level Comprehension,Easy,"Passage: ""In 'The Road Not Taken,' Robert Frost presents a speaker at a fork in the road who must choose between two paths. While often interpreted as a celebration of individualism, a closer reading reveals Fr..."" 

Question: What is the common misinterpretation of the poem?",That it is set in winter,That it is about regret,That it celebrates individualism straightforwardly,That both paths are different,C,Correct answer: That it celebrates individualism straightforwardly.
11,Reading,Advanced Rhetoric,Easy,Deconstruction questions,The assumption that texts have stable meanings,The value of reading,Author's biographies,Grammar rules,A,Answer: The assumption that texts have stable meanings.
11,Reading,Advanced Rhetoric,Medium,Intertextuality refers to,A single author's style,The length of a text,Relationships between different texts,A novel's plot,C,Answer: Relationships between different texts.
11,Reading,Advanced Rhetoric,Hard,Critical theory includes,Factual summaries,Plot outlines,Frameworks for analyzing power in literature,Only grammar studies,C,Answer: Frameworks for analyzing power in literature.
11,Reading,Advanced Rhetoric,Easy,The unreliable narrator creates,Clear moral lessons,A simple storyline,A trustworthy account,Tension between what is said and what is true,D,Answer: Tension between what is said and what is true.
11,Reading,Advanced Rhetoric,Medium,World literature studies,Texts across different national traditions,Only British literature,Contemporary fiction,American poetry,A,Answer: Texts across different national traditions.
11,Reading,Advanced Rhetoric,Hard,Deconstruction questions,The value of reading,The assumption that texts have stable meanings,Author's biographies,Grammar rules,B,Answer: The assumption that texts have stable meanings.
11,Reading,Advanced Rhetoric,Easy,Intertextuality refers to,Relationships between different texts,The length of a text,A novel's plot,A single author's style,A,Answer: Relationships between different texts.
11,Reading,Advanced Rhetoric,Medium,Critical theory includes,Only grammar studies,Frameworks for analyzing power in literature,Factual summaries,Plot outlines,B,Answer: Frameworks for analyzing power in literature.
11,Reading,Advanced Rhetoric,Hard,The unreliable narrator creates,Clear moral lessons,Tension between what is said and what is true,A simple storyline,A trustworthy account,B,Answer: Tension between what is said and what is true.
11,Reading,Advanced Rhetoric,Easy,World literature studies,American poetry,Only British literature,Texts across different national traditions,Contemporary fiction,C,Answer: Texts across different national traditions.
11,Reading,Advanced Rhetoric,Medium,Deconstruction questions,Grammar rules,Author's biographies,The assumption that texts have stable meanings,The value of reading,C,Answer: The assumption that texts have stable meanings.
11,Reading,Advanced Rhetoric,Hard,Intertextuality refers to,The length of a text,A novel's plot,Relationships between different texts,A single author's style,C,Answer: Relationships between different texts.
11,Reading,Advanced Rhetoric,Easy,Critical theory includes,Factual summaries,Frameworks for analyzing power in literature,Only grammar studies,Plot outlines,B,Answer: Frameworks for analyzing power in literature.
11,Reading,Advanced Rhetoric,Medium,The unreliable narrator creates,Tension between what is said and what is true,A trustworthy account,A simple storyline,Clear moral lessons,A,Answer: Tension between what is said and what is true.
11,Reading,Advanced Rhetoric,Hard,World literature studies,Contemporary fiction,American poetry,Texts across different national traditions,Only British literature,C,Answer: Texts across different national traditions.
11,Reading,Advanced Rhetoric,Easy,Deconstruction questions,The value of reading,The assumption that texts have stable meanings,Grammar rules,Author's biographies,B,Answer: The assumption that texts have stable meanings.
11,Reading,Advanced Rhetoric,Medium,Intertextuality refers to,The length of a text,A novel's plot,Relationships between different texts,A single author's style,C,Answer: Relationships between different texts.
11,Reading,Advanced Rhetoric,Hard,Critical theory includes,Frameworks for analyzing power in literature,Factual summaries,Only grammar studies,Plot outlines,A,Answer: Frameworks for analyzing power in literature.
11,Reading,Advanced Rhetoric,Easy,The unreliable narrator creates,A simple storyline,Tension between what is said and what is true,A trustworthy account,Clear moral lessons,B,Answer: Tension between what is said and what is true.
11,Reading,Advanced Rhetoric,Medium,World literature studies,American poetry,Texts across different national traditions,Only British literature,Contemporary fiction,B,Answer: Texts across different national traditions.
11,Reading,Advanced Rhetoric,Hard,Deconstruction questions,The value of reading,Author's biographies,The assumption that texts have stable meanings,Grammar rules,C,Answer: The assumption that texts have stable meanings.
11,Reading,Advanced Rhetoric,Easy,Intertextuality refers to,A single author's style,Relationships between different texts,A novel's plot,The length of a text,B,Answer: Relationships between different texts.
11,Reading,Advanced Rhetoric,Medium,Critical theory includes,Plot outlines,Only grammar studies,Factual summaries,Frameworks for analyzing power in literature,D,Answer: Frameworks for analyzing power in literature.
11,Reading,Advanced Rhetoric,Hard,The unreliable narrator creates,A simple storyline,Clear moral lessons,Tension between what is said and what is true,A trustworthy account,C,Answer: Tension between what is said and what is true.
11,Reading,Advanced Rhetoric,Easy,World literature studies,American poetry,Texts across different national traditions,Contemporary fiction,Only British literature,B,Answer: Texts across different national traditions.
11,Reading,Advanced Rhetoric,Medium,Deconstruction questions,The value of reading,Grammar rules,Author's biographies,The assumption that texts have stable meanings,D,Answer: The assumption that texts have stable meanings.
11,Reading,Advanced Rhetoric,Hard,Intertextuality refers to,A single author's style,The length of a text,Relationships between different texts,A novel's plot,C,Answer: Relationships between different texts.
11,Reading,Advanced Rhetoric,Easy,Critical theory includes,Factual summaries,Only grammar studies,Plot outlines,Frameworks for analyzing power in literature,D,Answer: Frameworks for analyzing power in literature.
11,Reading,Advanced Rhetoric,Medium,The unreliable narrator creates,Clear moral lessons,A trustworthy account,Tension between what is said and what is true,A simple storyline,C,Answer: Tension between what is said and what is true.
11,Reading,Advanced Rhetoric,Hard,World literature studies,Only British literature,Contemporary fiction,Texts across different national traditions,American poetry,C,Answer: Texts across different national traditions.
11,Reading,Advanced Rhetoric,Easy,Deconstruction questions,The value of reading,The assumption that texts have stable meanings,Author's biographies,Grammar rules,B,Answer: The assumption that texts have stable meanings.
11,Reading,Advanced Rhetoric,Medium,Intertextuality refers to,The length of a text,A novel's plot,A single author's style,Relationships between different texts,D,Answer: Relationships between different texts.
11,Reading,Advanced Rhetoric,Hard,Critical theory includes,Factual summaries,Frameworks for analyzing power in literature,Plot outlines,Only grammar studies,B,Answer: Frameworks for analyzing power in literature.
11,Reading,Advanced Rhetoric,Easy,The unreliable narrator creates,A simple storyline,A trustworthy account,Clear moral lessons,Tension between what is said and what is true,D,Answer: Tension between what is said and what is true.
11,Reading,World Literature,Easy,Deconstruction questions,Author's biographies,The value of reading,The assumption that texts have stable meanings,Grammar rules,C,Answer: The assumption that texts have stable meanings.
11,Reading,World Literature,Medium,Intertextuality refers to,The length of a text,A novel's plot,Relationships between different texts,A single author's style,C,Answer: Relationships between different texts.
11,Reading,World Literature,Hard,Critical theory includes,Frameworks for analyzing power in literature,Only grammar studies,Plot outlines,Factual summaries,A,Answer: Frameworks for analyzing power in literature.
11,Reading,World Literature,Easy,The unreliable narrator creates,A trustworthy account,Clear moral lessons,Tension between what is said and what is true,A simple storyline,C,Answer: Tension between what is said and what is true.
11,Reading,World Literature,Medium,World literature studies,American poetry,Only British literature,Texts across different national traditions,Contemporary fiction,C,Answer: Texts across different national traditions.
11,Reading,World Literature,Hard,Deconstruction questions,Author's biographies,Grammar rules,The assumption that texts have stable meanings,The value of reading,C,Answer: The assumption that texts have stable meanings.
11,Reading,World Literature,Easy,Intertextuality refers to,The length of a text,Relationships between different texts,A novel's plot,A single author's style,B,Answer: Relationships between different texts.
11,Reading,World Literature,Medium,Critical theory includes,Plot outlines,Only grammar studies,Factual summaries,Frameworks for analyzing power in literature,D,Answer: Frameworks for analyzing power in literature.
11,Reading,World Literature,Hard,The unreliable narrator creates,A simple storyline,Tension between what is said and what is true,A trustworthy account,Clear moral lessons,B,Answer: Tension between what is said and what is true.
11,Reading,World Literature,Easy,World literature studies,Texts across different national traditions,Only British literature,American poetry,Contemporary fiction,A,Answer: Texts across different national traditions.
11,Reading,World Literature,Medium,Deconstruction questions,Author's biographies,The assumption that texts have stable meanings,Grammar rules,The value of reading,B,Answer: The assumption that texts have stable meanings.
11,Reading,World Literature,Hard,Intertextuality refers to,A novel's plot,Relationships between different texts,A single author's style,The length of a text,B,Answer: Relationships between different texts.
11,Reading,World Literature,Easy,Critical theory includes,Factual summaries,Only grammar studies,Plot outlines,Frameworks for analyzing power in literature,D,Answer: Frameworks for analyzing power in literature.
11,Reading,World Literature,Medium,The unreliable narrator creates,A trustworthy account,Clear moral lessons,Tension between what is said and what is true,A simple storyline,C,Answer: Tension between what is said and what is true.
11,Reading,World Literature,Hard,World literature studies,Texts across different national traditions,Only British literature,Contemporary fiction,American poetry,A,Answer: Texts across different national traditions.
11,Reading,World Literature,Easy,Deconstruction questions,Grammar rules,The value of reading,The assumption that texts have stable meanings,Author's biographies,C,Answer: The assumption that texts have stable meanings.
11,Reading,World Literature,Medium,Intertextuality refers to,A novel's plot,Relationships between different texts,A single author's style,The length of a text,B,Answer: Relationships between different texts.
11,Reading,World Literature,Hard,Critical theory includes,Plot outlines,Only grammar studies,Frameworks for analyzing power in literature,Factual summaries,C,Answer: Frameworks for analyzing power in literature.
11,Reading,World Literature,Easy,The unreliable narrator creates,Tension between what is said and what is true,A simple storyline,Clear moral lessons,A trustworthy account,A,Answer: Tension between what is said and what is true.
11,Reading,World Literature,Medium,World literature studies,Only British literature,American poetry,Texts across different national traditions,Contemporary fiction,C,Answer: Texts across different national traditions.
11,Reading,World Literature,Hard,Deconstruction questions,The value of reading,Author's biographies,The assumption that texts have stable meanings,Grammar rules,C,Answer: The assumption that texts have stable meanings.
11,Reading,World Literature,Easy,Intertextuality refers to,Relationships between different texts,The length of a text,A novel's plot,A single author's style,A,Answer: Relationships between different texts.
11,Reading,World Literature,Medium,Critical theory includes,Only grammar studies,Factual summaries,Frameworks for analyzing power in literature,Plot outlines,C,Answer: Frameworks for analyzing power in literature.
11,Reading,World Literature,Hard,The unreliable narrator creates,Clear moral lessons,A simple storyline,A trustworthy account,Tension between what is said and what is true,D,Answer: Tension between what is said and what is true.
11,Reading,World Literature,Easy,World literature studies,Only British literature,Contemporary fiction,Texts across different national traditions,American poetry,C,Answer: Texts across different national traditions.
11,Reading,World Literature,Medium,Deconstruction questions,Author's biographies,Grammar rules,The value of reading,The assumption that texts have stable meanings,D,Answer: The assumption that texts have stable meanings.
11,Reading,World Literature,Hard,Intertextuality refers to,The length of a text,A single author's style,A novel's plot,Relationships between different texts,D,Answer: Relationships between different texts.
11,Reading,World Literature,Easy,Critical theory includes,Only grammar studies,Plot outlines,Factual summaries,Frameworks for analyzing power in literature,D,Answer: Frameworks for analyzing power in literature.
11,Reading,World Literature,Medium,The unreliable narrator creates,A simple storyline,A trustworthy account,Clear moral lessons,Tension between what is said and what is true,D,Answer: Tension between what is said and what is true.
11,Reading,World Literature,Hard,World literature studies,Only British literature,American poetry,Contemporary fiction,Texts across different national traditions,D,Answer: Texts across different national traditions.
11,Reading,World Literature,Easy,Deconstruction questions,The value of reading,Grammar rules,The assumption that texts have stable meanings,Author's biographies,C,Answer: The assumption that texts have stable meanings.
11,Reading,World Literature,Medium,Intertextuality refers to,A single author's style,The length of a text,Relationships between different texts,A novel's plot,C,Answer: Relationships between different texts.
11,Reading,World Literature,Hard,Critical theory includes,Only grammar studies,Frameworks for analyzing power in literature,Plot outlines,Factual summaries,B,Answer: Frameworks for analyzing power in literature.
11,Reading,Etymology & Word Analysis,Easy,What does the word 'aporia' mean?,A philosophical puzzle or irresolvable difficulty,resolution,solution,answer,A,'aporia' means: A philosophical puzzle or irresolvable difficulty.
11,Reading,Etymology & Word Analysis,Medium,Which word best fits this definition: 'The branch of knowledge dealing with interpretation'?,rhetoric,hermeneutics,poetics,semiotics,B,The word that means 'The branch of knowledge dealing with interpretation' is 'hermeneutics'.
11,Reading,Etymology & Word Analysis,Hard,"In the sentence 'The student was very simulacrum in class,' what does 'simulacrum' most likely mean?",An image or representation of something,original,prototype,archetype,A,'simulacrum' means An image or representation of something.
11,Reading,Etymology & Word Analysis,Easy,What does the word 'liminal' mean?,Relating to a threshold or transitional period,absolute,central,definitive,A,'liminal' means: Relating to a threshold or transitional period.
11,Reading,Etymology & Word Analysis,Medium,Which word best fits this definition: 'The art of investigating truth through discussion'?,sermon,lecture,monologue,dialectic,D,The word that means 'The art of investigating truth through discussion' is 'dialectic'.
11,Reading,Etymology & Word Analysis,Hard,"In the sentence 'The student was very deconstruction in class,' what does 'deconstruction' most likely mean?",A method of critical analysis of texts,construction,synthesis,consolidation,A,'deconstruction' means A method of critical analysis of texts.
11,Reading,Etymology & Word Analysis,Easy,What does the word 'polyphony' mean?,homophony,silence,A text with multiple independent voices or viewpoints,monophony,C,'polyphony' means: A text with multiple independent voices or viewpoints.
11,Reading,Etymology & Word Analysis,Medium,Which word best fits this definition: 'The relationship between texts that reference each other'?,quotation,plagiarism,paraphrase,intertextuality,D,The word that means 'The relationship between texts that reference each other' is 'intertextuality'.
11,Reading,Etymology & Word Analysis,Hard,"In the sentence 'The student was very teleological in class,' what does 'teleological' most likely mean?",Relating to design or purpose in nature,random,chaotic,arbitrary,A,'teleological' means Relating to design or purpose in nature.
11,Reading,Etymology & Word Analysis,Easy,What does the word 'aphorism' mean?,platitude,A pithy observation that contains a general truth,cliché,banality,B,'aphorism' means: A pithy observation that contains a general truth.
11,Reading,Etymology & Word Analysis,Medium,Which word best fits this definition: 'A philosophical puzzle or irresolvable difficulty'?,answer,resolution,solution,aporia,D,The word that means 'A philosophical puzzle or irresolvable difficulty' is 'aporia'.
11,Reading,Etymology & Word Analysis,Hard,"In the sentence 'The student was very hermeneutics in class,' what does 'hermeneutics' most likely mean?",The branch of knowledge dealing with interpretation,poetics,rhetoric,semiotics,A,'hermeneutics' means The branch of knowledge dealing with interpretation.
11,Reading,Etymology & Word Analysis,Easy,What does the word 'simulacrum' mean?,archetype,original,An image or representation of something,prototype,C,'simulacrum' means: An image or representation of something.
11,Reading,Etymology & Word Analysis,Medium,Which word best fits this definition: 'Relating to a threshold or transitional period'?,absolute,liminal,definitive,central,B,The word that means 'Relating to a threshold or transitional period' is 'liminal'.
11,Reading,Etymology & Word Analysis,Hard,"In the sentence 'The student was very dialectic in class,' what does 'dialectic' most likely mean?",The art of investigating truth through discussion,monologue,lecture,sermon,A,'dialectic' means The art of investigating truth through discussion.
11,Reading,Etymology & Word Analysis,Easy,What does the word 'deconstruction' mean?,consolidation,construction,A method of critical analysis of texts,synthesis,C,'deconstruction' means: A method of critical analysis of texts.
11,Reading,Etymology & Word Analysis,Medium,Which word best fits this definition: 'A text with multiple independent voices or viewpoints'?,silence,polyphony,monophony,homophony,B,The word that means 'A text with multiple independent voices or viewpoints' is 'polyphony'.
11,Reading,Etymology & Word Analysis,Hard,"In the sentence 'The student was very intertextuality in class,' what does 'intertextuality' most likely mean?",The relationship between texts that reference each other,plagiarism,quotation,paraphrase,A,'intertextuality' means The relationship between texts that reference each other.
11,Reading,Etymology & Word Analysis,Easy,What does the word 'teleological' mean?,random,arbitrary,Relating to design or purpose in nature,chaotic,C,'teleological' means: Relating to design or purpose in nature.
11,Reading,Etymology & Word Analysis,Medium,Which word best fits this definition: 'A pithy observation that contains a general truth'?,cliché,aphorism,banality,platitude,B,The word that means 'A pithy observation that contains a general truth' is 'aphorism'.
11,Reading,Etymology & Word Analysis,Hard,"In the sentence 'The student was very aporia in class,' what does 'aporia' most likely mean?",A philosophical puzzle or irresolvable difficulty,solution,answer,resolution,A,'aporia' means A philosophical puzzle or irresolvable difficulty.
11,Reading,Etymology & Word Analysis,Easy,What does the word 'hermeneutics' mean?,semiotics,The branch of knowledge dealing with interpretation,poetics,rhetoric,B,'hermeneutics' means: The branch of knowledge dealing with interpretation.
11,Reading,Etymology & Word Analysis,Medium,Which word best fits this definition: 'An image or representation of something'?,archetype,prototype,original,simulacrum,D,The word that means 'An image or representation of something' is 'simulacrum'.
11,Reading,Etymology & Word Analysis,Hard,"In the sentence 'The student was very liminal in class,' what does 'liminal' most likely mean?",Relating to a threshold or transitional period,central,definitive,absolute,A,'liminal' means Relating to a threshold or transitional period.
11,Reading,Etymology & Word Analysis,Easy,What does the word 'dialectic' mean?,The art of investigating truth through discussion,sermon,monologue,lecture,A,'dialectic' means: The art of investigating truth through discussion.
11,Reading,Etymology & Word Analysis,Medium,Which word best fits this definition: 'A method of critical analysis of texts'?,construction,consolidation,deconstruction,synthesis,C,The word that means 'A method of critical analysis of texts' is 'deconstruction'.
11,Reading,Etymology & Word Analysis,Hard,"In the sentence 'The student was very polyphony in class,' what does 'polyphony' most likely mean?",A text with multiple independent voices or viewpoints,monophony,homophony,silence,A,'polyphony' means A text with multiple independent voices or viewpoints.
11,Reading,Etymology & Word Analysis,Easy,What does the word 'intertextuality' mean?,quotation,plagiarism,The relationship between texts that reference each other,paraphrase,C,'intertextuality' means: The relationship between texts that reference each other.
11,Reading,Etymology & Word Analysis,Medium,Which word best fits this definition: 'Relating to design or purpose in nature'?,random,chaotic,teleological,arbitrary,C,The word that means 'Relating to design or purpose in nature' is 'teleological'.
11,Reading,Etymology & Word Analysis,Hard,"In the sentence 'The student was very aphorism in class,' what does 'aphorism' most likely mean?",A pithy observation that contains a general truth,cliché,platitude,banality,A,'aphorism' means A pithy observation that contains a general truth.
11,Reading,Etymology & Word Analysis,Easy,What does the word 'aporia' mean?,solution,resolution,A philosophical puzzle or irresolvable difficulty,answer,C,'aporia' means: A philosophical puzzle or irresolvable difficulty.
11,Reading,Etymology & Word Analysis,Medium,Which word best fits this definition: 'The branch of knowledge dealing with interpretation'?,semiotics,poetics,rhetoric,hermeneutics,D,The word that means 'The branch of knowledge dealing with interpretation' is 'hermeneutics'.
11,Reading,Etymology & Word Analysis,Hard,"In the sentence 'The student was very simulacrum in class,' what does 'simulacrum' most likely mean?",An image or representation of something,original,prototype,archetype,A,'simulacrum' means An image or representation of something.
11,Reading,Critical Analysis,Easy,Deconstruction questions,Author's biographies,The assumption that texts have stable meanings,The value of reading,Grammar rules,B,Answer: The assumption that texts have stable meanings.
11,Reading,Critical Analysis,Medium,Intertextuality refers to,A single author's style,A novel's plot,Relationships between different texts,The length of a text,C,Answer: Relationships between different texts.
11,Reading,Critical Analysis,Hard,Critical theory includes,Plot outlines,Factual summaries,Frameworks for analyzing power in literature,Only grammar studies,C,Answer: Frameworks for analyzing power in literature.
11,Reading,Critical Analysis,Easy,The unreliable narrator creates,A trustworthy account,Clear moral lessons,A simple storyline,Tension between what is said and what is true,D,Answer: Tension between what is said and what is true.
11,Reading,Critical Analysis,Medium,World literature studies,Contemporary fiction,Texts across different national traditions,Only British literature,American poetry,B,Answer: Texts across different national traditions.
11,Reading,Critical Analysis,Hard,Deconstruction questions,Grammar rules,The value of reading,Author's biographies,The assumption that texts have stable meanings,D,Answer: The assumption that texts have stable meanings.
11,Reading,Critical Analysis,Easy,Intertextuality refers to,Relationships between different texts,A single author's style,The length of a text,A novel's plot,A,Answer: Relationships between different texts.
11,Reading,Critical Analysis,Medium,Critical theory includes,Plot outlines,Only grammar studies,Factual summaries,Frameworks for analyzing power in literature,D,Answer: Frameworks for analyzing power in literature.
11,Reading,Critical Analysis,Hard,The unreliable narrator creates,A simple storyline,A trustworthy account,Clear moral lessons,Tension between what is said and what is true,D,Answer: Tension between what is said and what is true.
11,Reading,Critical Analysis,Easy,World literature studies,American poetry,Only British literature,Texts across different national traditions,Contemporary fiction,C,Answer: Texts across different national traditions.
11,Reading,Critical Analysis,Medium,Deconstruction questions,Author's biographies,Grammar rules,The value of reading,The assumption that texts have stable meanings,D,Answer: The assumption that texts have stable meanings.
11,Reading,Critical Analysis,Hard,Intertextuality refers to,A single author's style,Relationships between different texts,The length of a text,A novel's plot,B,Answer: Relationships between different texts.
11,Reading,Critical Analysis,Easy,Critical theory includes,Plot outlines,Frameworks for analyzing power in literature,Factual summaries,Only grammar studies,B,Answer: Frameworks for analyzing power in literature.
11,Reading,Critical Analysis,Medium,The unreliable narrator creates,Tension between what is said and what is true,A trustworthy account,Clear moral lessons,A simple storyline,A,Answer: Tension between what is said and what is true.
11,Reading,Critical Analysis,Hard,World literature studies,American poetry,Contemporary fiction,Texts across different national traditions,Only British literature,C,Answer: Texts across different national traditions.
11,Reading,Critical Analysis,Easy,Deconstruction questions,The assumption that texts have stable meanings,Author's biographies,Grammar rules,The value of reading,A,Answer: The assumption that texts have stable meanings.
11,Reading,Critical Analysis,Medium,Intertextuality refers to,A novel's plot,Relationships between different texts,A single author's style,The length of a text,B,Answer: Relationships between different texts.
11,Reading,Critical Analysis,Hard,Critical theory includes,Plot outlines,Factual summaries,Only grammar studies,Frameworks for analyzing power in literature,D,Answer: Frameworks for analyzing power in literature.
11,Reading,Critical Analysis,Easy,The unreliable narrator creates,Clear moral lessons,A trustworthy account,A simple storyline,Tension between what is said and what is true,D,Answer: Tension between what is said and what is true.
11,Reading,Critical Analysis,Medium,World literature studies,Only British literature,American poetry,Contemporary fiction,Texts across different national traditions,D,Answer: Texts across different national traditions.
11,Reading,Critical Analysis,Hard,Deconstruction questions,The value of reading,Author's biographies,Grammar rules,The assumption that texts have stable meanings,D,Answer: The assumption that texts have stable meanings.
11,Reading,Critical Analysis,Easy,Intertextuality refers to,A novel's plot,A single author's style,The length of a text,Relationships between different texts,D,Answer: Relationships between different texts.
11,Reading,Critical Analysis,Medium,Critical theory includes,Plot outlines,Factual summaries,Frameworks for analyzing power in literature,Only grammar studies,C,Answer: Frameworks for analyzing power in literature.
11,Reading,Critical Analysis,Hard,The unreliable narrator creates,Clear moral lessons,Tension between what is said and what is true,A simple storyline,A trustworthy account,B,Answer: Tension between what is said and what is true.
11,Reading,Critical Analysis,Easy,World literature studies,Contemporary fiction,Texts across different national traditions,Only British literature,American poetry,B,Answer: Texts across different national traditions.
11,Reading,Critical Analysis,Medium,Deconstruction questions,Author's biographies,Grammar rules,The value of reading,The assumption that texts have stable meanings,D,Answer: The assumption that texts have stable meanings.
11,Reading,Critical Analysis,Hard,Intertextuality refers to,A single author's style,Relationships between different texts,A novel's plot,The length of a text,B,Answer: Relationships between different texts.
11,Reading,Critical Analysis,Easy,Critical theory includes,Plot outlines,Only grammar studies,Frameworks for analyzing power in literature,Factual summaries,C,Answer: Frameworks for analyzing power in literature.
11,Reading,Critical Analysis,Medium,The unreliable narrator creates,Clear moral lessons,A simple storyline,Tension between what is said and what is true,A trustworthy account,C,Answer: Tension between what is said and what is true.
11,Reading,Critical Analysis,Hard,World literature studies,American poetry,Only British literature,Contemporary fiction,Texts across different national traditions,D,Answer: Texts across different national traditions.
11,Reading,Critical Analysis,Easy,Deconstruction questions,Author's biographies,Grammar rules,The value of reading,The assumption that texts have stable meanings,D,Answer: The assumption that texts have stable meanings.
11,Reading,Critical Analysis,Medium,Intertextuality refers to,A novel's plot,The length of a text,Relationships between different texts,A single author's style,C,Answer: Relationships between different texts.
11,Reading,Critical Analysis,Hard,Critical theory includes,Plot outlines,Only grammar studies,Frameworks for analyzing power in literature,Factual summaries,C,Answer: Frameworks for analyzing power in literature.
11,Reading,Research & Citations,Easy,"Passage: ""In 'The Road Not Taken,' Robert Frost presents a speaker at a fork in the road who must choose between two paths. While often interpreted as a celebration of individualism, a closer reading reveals Fr..."" 

Question: What do the two paths represent?",Political ideologies,Career decisions,Two roads in a forest,Choices in life,D,Correct answer: Choices in life.
11,Reading,Research & Citations,Medium,"Passage: ""In 'The Road Not Taken,' Robert Frost presents a speaker at a fork in the road who must choose between two paths. While often interpreted as a celebration of individualism, a closer reading reveals Fr..."" 

Question: What is the common misinterpretation of the poem?",That it celebrates individualism straightforwardly,That both paths are different,That it is about regret,That it is set in winter,A,Correct answer: That it celebrates individualism straightforwardly.
11,Reading,Research & Citations,Hard,"Passage: ""In 'The Road Not Taken,' Robert Frost presents a speaker at a fork in the road who must choose between two paths. While often interpreted as a celebration of individualism, a closer reading reveals Fr..."" 

Question: What does Frost actually suggest about the paths?",Nature always guides us,They are really about the same,One is clearly better,The speaker chose correctly,B,Correct answer: They are really about the same.
11,Reading,Research & Citations,Easy,"Passage: ""In 'The Road Not Taken,' Robert Frost presents a speaker at a fork in the road who must choose between two paths. While often interpreted as a celebration of individualism, a closer reading reveals Fr..."" 

Question: Why will the speaker claim his choice 'made all the difference'?",Because he found gold,Humans construct narratives to justify choices retrospectively,Because the path was dangerous,Because it genuinely changed his life,B,Correct answer: Humans construct narratives to justify choices retrospectively.
11,Reading,Research & Citations,Medium,"Passage: ""In 'The Road Not Taken,' Robert Frost presents a speaker at a fork in the road who must choose between two paths. While often interpreted as a celebration of individualism, a closer reading reveals Fr..."" 

Question: What do the two paths represent?",Career decisions,Political ideologies,Two roads in a forest,Choices in life,D,Correct answer: Choices in life.
11,Reading,Research & Citations,Hard,"Passage: ""In 'The Road Not Taken,' Robert Frost presents a speaker at a fork in the road who must choose between two paths. While often interpreted as a celebration of individualism, a closer reading reveals Fr..."" 

Question: What is the common misinterpretation of the poem?",That both paths are different,That it celebrates individualism straightforwardly,That it is about regret,That it is set in winter,B,Correct answer: That it celebrates individualism straightforwardly.
11,Reading,Research & Citations,Easy,"Passage: ""In 'The Road Not Taken,' Robert Frost presents a speaker at a fork in the road who must choose between two paths. While often interpreted as a celebration of individualism, a closer reading reveals Fr..."" 

Question: What does Frost actually suggest about the paths?",One is clearly better,They are really about the same,Nature always guides us,The speaker chose correctly,B,Correct answer: They are really about the same.
11,Reading,Research & Citations,Medium,"Passage: ""In 'The Road Not Taken,' Robert Frost presents a speaker at a fork in the road who must choose between two paths. While often interpreted as a celebration of individualism, a closer reading reveals Fr..."" 

Question: Why will the speaker claim his choice 'made all the difference'?",Humans construct narratives to justify choices retrospectively,Because he found gold,Because it genuinely changed his life,Because the path was dangerous,A,Correct answer: Humans construct narratives to justify choices retrospectively.
11,Reading,Research & Citations,Hard,"Passage: ""In 'The Road Not Taken,' Robert Frost presents a speaker at a fork in the road who must choose between two paths. While often interpreted as a celebration of individualism, a closer reading reveals Fr..."" 

Question: What do the two paths represent?",Career decisions,Choices in life,Two roads in a forest,Political ideologies,B,Correct answer: Choices in life.
11,Reading,Research & Citations,Easy,"Passage: ""In 'The Road Not Taken,' Robert Frost presents a speaker at a fork in the road who must choose between two paths. While often interpreted as a celebration of individualism, a closer reading reveals Fr..."" 

Question: What is the common misinterpretation of the poem?",That it is about regret,That it is set in winter,That it celebrates individualism straightforwardly,That both paths are different,C,Correct answer: That it celebrates individualism straightforwardly.
11,Reading,Research & Citations,Medium,"Passage: ""In 'The Road Not Taken,' Robert Frost presents a speaker at a fork in the road who must choose between two paths. While often interpreted as a celebration of individualism, a closer reading reveals Fr..."" 

Question: What does Frost actually suggest about the paths?",They are really about the same,One is clearly better,Nature always guides us,The speaker chose correctly,A,Correct answer: They are really about the same.
11,Reading,Research & Citations,Hard,"Passage: ""In 'The Road Not Taken,' Robert Frost presents a speaker at a fork in the road who must choose between two paths. While often interpreted as a celebration of individualism, a closer reading reveals Fr..."" 

Question: Why will the speaker claim his choice 'made all the difference'?",Because the path was dangerous,Because he found gold,Because it genuinely changed his life,Humans construct narratives to justify choices retrospectively,D,Correct answer: Humans construct narratives to justify choices retrospectively.
11,Reading,Research & Citations,Easy,"Passage: ""In 'The Road Not Taken,' Robert Frost presents a speaker at a fork in the road who must choose between two paths. While often interpreted as a celebration of individualism, a closer reading reveals Fr..."" 

Question: What do the two paths represent?",Career decisions,Two roads in a forest,Political ideologies,Choices in life,D,Correct answer: Choices in life.
